@relation taptap_reviews

@attribute text string
@attribute class {pos,neg}

@data
'抽 卡特 非 剧情 不能 跳 都行',neg
'伟大 无需 多言 PC 端 玩 体验 高清 建模 视觉享受 新春 版本 惊喜 连连',pos
'曲对 太贵',pos
'无敌 孩子 快玩',pos
'游戏 游戏 扣一 是因为 希望 雷亚 清楚 cy2 骄傲 资本 请 重心 放在 cy2 不要 赔了夫人又折兵',pos
'人生 中 第一个 雪豹 吃 满 保底 恶心 坏',neg
'第五 人格 成功 1v4 竞技 游戏 做 特别 里面 队友 一个个 有如 天神 下凡 带 体验 对局 极个别 监管者 两秒钟 三刀 极力推荐 玩 第五 人格 款 游戏 锻炼 大脑 锻炼 语言 能力 说 第五 人格 加强 噩梦',neg
'策划 有话 真 听 提啥 改',pos
'超级 好玩 非常 有趣 里面 蛋 仔 人物 超级 可爱 推荐 玩 特别 推荐 不玩 一生 白 必须 玩 超级 游戏 设计 没想到 游戏 网易 太有 实力',pos
'喜欢 画风 新手 入坑 玩 之前 陆续 玩过 感觉 复杂',pos
'游戏 太 好玩 值得 星 听说 游戏 里面 有六星 想 打六星 五个 星 打出 一颗 星 欢迎 玩',neg
'灵敏度 有点 太低',pos
'2024 23 阴阳师 好久不见 中间 大概 半年 时间 没 玩 祸津神 版本 新 回来 玩 说 现在 时长 1200 多个 小时 应该 算是 个小登 阴阳师 体验 内容 其实 非常 无论是 大佬 萌新 需要 卡 非常 副本 有御魂 觉醒 探索 突破 御灵 契灵 六道 门 更 寮 活动 逢 魔 提到 副本 里面 可能 买 需要 多套 建立 御魂 式 神 等级 黑蛋 基础 经常 会 听到 有人 说 刷 御魂 更快 刷 御魂 一点 不好 笑 想 游戏 玩 爽 两个 方向 一个 做出 御魂 一个 攒 丰厚 家底 抽出 式 神 最近 上线 太 积极 导致 现在 基本 失去 热情 刷 12 天 999 导致 祝 阴阳师 越走越远 期待 一个 九 周年 希望 现在 工作室 能够 慎重考虑 sp 不知 火 希望 出 sp 不知 火让 阿离 重新 封神 害怕 zen 糟蹋 现在 一种 矛盾 情绪 2023 12 06 今天 阴阳师 今年 超 鬼王 体验 服 日子 测评 up 分享 来看 一个 官方 赚钱 吃 相 非常 难看 大改 一个月 前 官方 称之为 优化 一种 出离 愤怒 感让 写下 阴阳师 差评 站 个人 角度 认为 阴阳师 数值 膨胀 挺 严重 现在 御魂 获取 途径 之前 很多 式 神 更新 迭代 刷御魂 速度 越来越快 体力 消耗 越来越快 玩家 容易 做出 很多 高质量 御魂 大大 提升 玩家 游戏 体验 加速 游戏 死亡 官方 可能 会 减缓 这种 死亡 速度 策划 体力 回收 活动 看出 而超 鬼王 一年 中 获取 体力 最多 大型 活动 进行 一定 削弱 情有可原 认为 接受 蹭 分 机制 削弱 仅仅 勉强 接受 想 私下 鬼王 交易 钱 赚 出现 很多 魂玉 鬼王 礼包 限制 助战 次数 以此 达到 逼 氪 目的 肝 玩家 无疑 巨大 打击 不出 勾玉 门票 出魂玉 门票 zen 真的 会 做 希望 看到 优化 一个 没 看到 新手 玩家 借式 神 次数 限制 依旧 存在 萌新 玩家 无法 参加 超 鬼王 问题 没有 得到 解决 超 鬼王 boss 难度 貌似 呈 一种 上升 趋势 很多 中练度 玩家 看到 头疼 不得不 说 吃 相 真的 难看 阴间 操作 只会 导致 更 玩家 流失 更 阴阳师 失望 2023 11 09 先 声明 微 氪 强度 党 偶尔 心血来潮 会 爆肝个 绘卷 闲鱼 玩家 19 年 菠萝 入坑 现在 已经 四年 半 初二 现在 大一 真的 懂 花 两个 月 出师 师傅 说话 唯唯诺诺 生怕 不理 连刷 御魂 探索 开 加成 知道 玩 100 多天 唯一 输出 两面 佛 后来 朋友 推荐 重开 号 坚持 玩到 高二 阿修罗 出 之前 达成 短暂 全 图鉴 没 抽出 阿修罗 后面 游戏 体验 太差 加上 备战 高考 选择 退游 1000 多天 里 不再 一个 小登 高考 完 之后 重拾 阴阳师 发现 老号 主流 卡缺 太 游戏 体验 感 较差 选择 结世缘 重生 每天 游戏 爆肝 提升 游戏 体验 一频 应声虫 以前 老朋友 一口 一个 老登 重新 找回 阴阳师 快乐 顺带 一提 喜欢 剧情 每每 看到 真爱党 崽子 工作室 sp 化 乱改 会 感到 愤怒 有个 缘 厨 说 sp 缘 剧情 里 弑 神 杀 段时间 郁闷 九月 新区 小登 超 鬼王 做 准备 官方 时间 一推 推 这种 戏耍 行为 属于 对号入座 感觉 挺 生气 萌生 退游 想法 想 找 一个 合适 养成 回合制 游戏 时 发现 阴阳师 真的 无可取代 每天 号 成为 一种 习惯 时 扪心自问 离开 真的 困难 游戏 真的 适合 萌新入 坑 200 多个 式 神 故事 技能 介绍 养成类 属性 注定 需要 一个 萌新 玩家 花不短 时间 慢慢 了解 当今 快节奏 时代 一件 难得 事情 愿意 沉下 心来 慢慢 了解 或许 会 一份 意想不到 惊喜',pos
'好玩 爱玩 天天 玩',pos
'登陆 玩 好长 一段时间 小心 被删 以前 数据 找 回来 怎么弄',pos
'剧情 代入 感 音乐 顶级 需要 充钱 玩 开服 买 元 红衣 玩 现在 剧情 会 继续 玩 下去',pos
'太 好玩 辣 2085 at 有点 锁手 特殊 at 解法 有点 麻烦',pos
'喜欢 玩 不能 10 抽 改成 1600',pos
'角色 人设 非常 不错 值得 玩',pos
'新 模式 宣传 手机 端 玩 不了 一点 冲着 剧情 玩 不了 果断 卸载',neg
'帮 看看 怎么回事 闪 退还 搞 一个 理由 不能 录屏',neg
'low 游戏 没有 一点 创意',neg
'进去 闪退 没法 玩',neg
'快 跑',neg
'没 说 一个 字卡',neg
'暖 暖 偏向 休闲 游戏 主体 剧情 肝 衣服 太 无聊 噗灵 每日 上限 刷 慢 一个 开服 玩家 每天 上线 刷 每日 任务 噗灵 没 事 干 已经 玩腻 退 想 玩 玩 养养 女儿 不错',pos
'画风 剧情 业内 顶尖 水平 欠缺 玩法 可玩性 高 自由度 方面 极其 不错 战斗 系统 觉得 增加 更 可玩性 总体 下来 算得 手游 方面 3a 大作',pos
'3000 保底 天赏头 有点 贵',pos
'12 19 世界 一个 巨大 黄鸡 22 每年 节奏 如期而至 七年 年年如此 未来 25 碧蓝 航线 二游 净土 永远 家 加油 同舟共济',pos
'建议 重新 打磨 优化 很差 可玩性 不高 希望 游戏 越来越 现阶段 很难 玩 更新 版本 bug 反馈 理会 连续 几天 搭配 赛 bug 客服 人机 ui 换来换去 玩法 很少 剧情 稀碎 感觉 策划 想要 钱',neg
'bug 太多 根本 解决',neg
'联机 模式 加回来',neg
'二评 未定 一款 非常适合 养老 游戏 已经 变成 日常 游戏 搭 子力 下为 入 坑 时 评论 邀请函 入坑 米 忽悠 卡池 没 ssr sr 情况 心态 平和 第一天 开 剧情 第二天 参加 活动 挖矿 要求 战力 消耗 体力 好评 中途 退出 保存 进度 好评 肝度 邀请函 36000 初期 一局 400 后期 升 等级 一局 不到 1k5 一局 二三十 分钟 说 升 自动 挖掘 自动 升到 中阶 初阶 中阶 肝 头晕眼花 看见 土堆 害怕 攒 两万多 没有 开启 自动 挖掘 资格 合理 放 国庆 玩家 可能 一天 24 小时 不间断 肝 游戏 游戏 初衷 快乐 现在 完全 感受 不到 快乐',pos
'大型 pve 超 鬼王 改 shi 利益 脸 不要 为崽而战 越来越 臭 祝 游 早点 倒闭 2500 天 真心 喂狗',neg
'没 说 回归 想着 试一下 老 歪 玩 剧情 回来 歪 一边 子',pos
'不能 枪战 和平 精英',neg
'总体 来讲 不错 人物 设置 特别',pos
'舒适感 玩 特别 无聊 一款 温暖 游戏 生活 中有 愉快 释放 压力 推荐 玩 音乐 特别 好听',pos
'好玩 真的 好玩 小时候 朋友 玩 版本 松树 块 卡 吸血鬼 刀 腐化 灾兵 童年 回忆 游戏性 没 说 满分 现在 联网 天天 卡退 这破闭 服务器 吐',pos
'新 版本 剧情 观感 遵守 承诺 来加 一颗 星',pos
'立绘 真是太 可爱 凉屋 福利 足',pos
'弹幕 游戏 好看 角色 福利 基本 没什么 特别 玩 内容 基本上 养老 游戏 新人 可能 会 太 适应 慢慢 玩',pos
'立绘 建模 音乐 肯定 非常 不错 不能 下载 需要 18 元 钱 去掉 一直 一个 误区 认为 买断 制 游戏 不会 内置 氪 金 内容 钱花 游戏 里边 花钱 希望 不能 下载 需要 18 块钱 去掉 玩家 一个 试玩 机会 知道 是否 适合 游戏 喜爱 游戏 会 考虑 不要 充钱 一个 建议 喷 谢谢',pos
'越玩越 火大 吃 相 难看 2025 年 吃点 游戏 玩 舍不得 养 崽 更 不想 zen 恶心 死 玩 玩 明天 zen 倒闭',neg
'开服 玩家 游戏 时 长 记录 太怪 显示 欢迎 收看 超长 连续剧 悠真 米家 游戏 玩过 原神 稻妻 版本 纳塔 版本 已退 坑 崩铁 开服 断断续续 玩 现在 个人 游戏 体验 zzz 做 两个 强 一点 可能 玩 不太来 回合制 想 玩 动力 抽卡 资源 更好 攒 游戏性 走 格子 无感 适量 减少 感觉 体验 感 可能 更佳 毕竟 游 标签 动作游戏 说 战斗 体验 感 3D 体验 库洛 两个 感觉 中规中矩 个人 觉得 比潮 强比战 双差 建模 好看 质量 高 个人 喜好 问题 感觉 设计 没 亮点 喜欢 可琳 青衣 剩下 感觉 普普通通 男 角色 悠真 很萌 剧情 没 看过 提 跳过 剧情 说 米 家 游戏 里 值得 夸 一点 隔壁 夏活 折磨 够呛 日常 忙 偶尔 时间 玩 混圈 玩游戏 玩家 zzz 会 比米家 两个 烫门 强得 原 创遂来 zzz 逃难 以后 打算 长期 玩 下去 希望 越做越 行 开服 现在 全大 保底 我能 说 玩 下去 真是 赤石 大王',pos
'没什么 说 抛开 难度 不谈 移动 端音 游里 玩 开心 一款 偶像 音 游玩 会 关注 偶像 企划 live 做 不错 最近 bgm8 新番 更是 神 纯音 游玩 家 角色 故事 企划 没有 半点 兴趣 那邦邦 可能 不太 适合 坐等 mygo 实装',pos
'共鸣 感 相当于 看电视 游戏吧 巨星 挺 反转 意想不到 比较 感人',pos
'肝 武器 全给 我整 没',neg
'主线 NB',pos
'孩子 玩 不腻 放心 玩',pos
'米家 出品 必 精品',pos
'游戏 难度 很难 非常 吃 操作 刚 玩 地牢 里 出不去 有时候 得开 辅助 模式 耐 玩性 玩 熟练 光 武器 流派 搭配 复杂 多样性 随便 玩个 一百 小时 往上 随机性 设计 框架 变 不了 打击 感 舒服 完全 比不上 电脑 版 手柄 玩 更 舒服 震动 反馈 建议 手机 版真 垃圾 存档 经常 出 问题 崩溃 好久 存档 说 没有 没有 后来 发现 上传 云 存档 没有 这种 情况 运营 服务 dlc 便宜',pos
'挺好玩 推荐 玩',pos
'杀熟 暗调 老 玩家 概率 数值 膨胀',pos
'下载 有点 慢 没有 非常 好玩 非常 有时候 会 溜 好玩 重要 说 挺好玩 细节 更加 报金 报 更 精 东西 黑市 买 撤离 机 会 撤离 没 时间 买 先买 游戏 特别 好玩',pos
'挺好玩 感觉 肝 想 玩 玩 暖 暖 太 可爱 喜欢 搭配 裙子',pos
'优点 手感 福利 不错 后出 角色 建模 不错 剧情 不错 缺点 部分 关卡 设计 不合理 引导 差 后期 boss 动辄 100 条血 年糕 用时 太长 消磨 耐心 UI 冗杂 老 游戏 通病 boss 好看 不好',pos
'喜欢 音游',pos
'服务器 炸 进去 卡 退出 啥意思',neg
'满昏 每天 上线 碧蓝 航线 回家 老婆 黄鸡 最好 出点 小船',pos
'公测 玩 显示 时间 是因为 卸载 不得不 说邦邦 真的 良心 氪 金 玩 愉快 百分百 好评 国服 进度 追 很快 马上 版本 更新 到时候 五星 卡 欢迎 入坑',pos
'25 年 月 15 日二改 喜欢 男 角色 玩家 快 跑 会 游戏 里 很惨 泄愤 以下 言论 可能 会 令人 不适 建议 直接 跳 分割线 失望 忍 这么久 终于 打算 降分 前瞻 没有 一点 男 角色 消息 玩家 期待 联动 鬼泣 角色 不算 一码 一码 游戏 种种 梗 测试 服 改动 来看 你游 内部 绝对 观察 社区 网上 冲浪 可能 看不见 诉求 期盼 目前 岗 角色 剩 万事 男 没有 涂装 排期 同期 二代 机 莉莉丝 七实 前瞻 涂装 预告 到底 最速 下岗 传说 里 哥 男 涂装 事件 重演 肉鸽 角色 洁塔薇 实装 薇 拉要 出新 机体 忒 修 伊萨 琉斯 两个 卫星 剧情 里 搁 一年 罗兰 新 机体 直播 未来 规划局 角色 真是 少得 可怜 最后 一点 惦记着 女主 要整 官配 就别 喜欢 机会 按头 喜欢 还整 结婚 恕 无福消受 女主 玩家 间 开玩笑 说 说 真 做 进 游戏 主线 里 一坨 没有 剪身 成蝶 露西亚 地位 在我心中 高 可惜 现在 之间 关系 已经 不能 珍重 灰鸦 这句 话 形容 最后 可算 看清 什么游戏 打着 旗子 吸引 一群 男 角色 玩家 一次 一次 更新 中 锉 灭 期待 喜爱 最后 得利 玩家 群体 狠狠 踩 一脚 抱 媚宅 产物 美滋滋 离去 新 男 角色 消息 之前 不会 改 评分 分割线 第一次 写长评 留给 双宝 零 氪 玩家 写 评论 想入 坑 养老 玩家 做个 参考 注意 仅 零 氪 养老 玩家 发言 追求 强度 党 请 移步 缺点 前期 资源 困难 资源 稀缺 新手 期 养成 抽卡 困难 老老实实 攒住 黑卡 研发 券 可能 会 错过 喜欢 角色 涂装 版本 漫长 战双 一个 版本 周 左右 活动 内容 容易 体验 完 活动 一次性 活动 重复 刷 版本 中期 长草 遗忘 战双 自由 角色 出新 机体 新 涂装 扎堆 遗忘 角色 厨 可能 会 新 情报 猴年马月 优点 中后期 资源 丰厚 完成 第一位 角色 终解 恭喜 摸鱼 之后 每个 版本 任务 几乎 确定 血清 刷 活动 材料 兑换 完 每周 囚笼 战区 黑卡 有空 做 活动 任务 收藏品 表情 包 缺黑卡 角色 研发 券 矿区 据点 过间 章 黄金 之涡 黑卡 扒拉 扒拉 总是 角色 人设 优秀 战双 角色 塑造 成功 主线 支线 了解 角色 过往 人际关系 个人 交流 了解 细腻 一面 战双 角色 好感 养成 类似 ml master love 角色 好感度 剧情 中 更 亲近 零 氪 党 抽卡 体验 良好 s 级 角色 当期 100 up 轮换 70 抽到 现在 基准 池 100 狙击 一次 s 级 角色 做 任务 肝到 特定 s 级 角色 a 级 角色 版本 会 免费送 一个 十连 必出 a 获取 难度 大大降低 偶尔 会 使用 顺手 抽 武器 池 六星 武器 容易 歪 大部分 情况 下十连 五星 武器 够用 涂装 体验 优秀 涂装 相当于 皮肤 战双 充钱 涂装 礼包 外 很多 可白 嫖 活动 签到 送 特效 涂装 全服 任务 领取 特效 涂装 黑卡 抽取 特效 涂装 宿舍 币 兑换 涂装 设计 草稿 25 草稿 兑换 一个 涂装 设计图 设计图 兑换 往日 角色 伴生 特效 涂装 最后 点 私心 推荐 战双 频道 聊天 一大 亮点 无聊 时 大佬 聊天 件 好玩 事 附上 个人 截图 防云',neg
'知道 第二 不能 早点 出 艾希 出',pos
'八级 三星 五费 游会 玩 没有 变形 重组 器 没有 节节 高 紫气东来 猪妹 四缸 之前 没 遇到 福星 牌 游太 好玩 20 两千多 局 q 区 不会 登录 纯纯 搞 恭喜发财 乌鸦 开局 一局 没有 一个 大棒 铁砧 开 莎弥拉 开局 七局 一块钱 没有 爆 明白 百分之三十 等于 百分之 零 s10 一直 玩 云顶 没有 玩金 铲 铲 愚人节 过去 十 山海 绘卷 吃不上 分 彩色 十 羁绊 阵容 吃不上 分 玩赏 金 回来 只能 说 发牌 员 不让 赢 想 赢 连续 几局 整局 没有 弓 整局 没有 大棒 10 讲个 笑话 九级 一百块 钱 找 不到 狐狸 牌库 剩 七只 玩 时光 机剩 两家 我十 级差 一张 三星 五费 另一家 没卡 d 一个 回合 d 另一家 玩 约 德尔 八级 最后 他拉九 随便 d 几下 出',neg
'感觉 越来越 刚出 每天 做 一会儿 任务 不想 玩 现在 每天 高强度 无限 暖 暖 玩 不够',pos
'进不去 玩',neg
'好玩 爱玩',pos
'已经 玩 四年 渠道 服 今年 刚 玩 官服 第五 人格 某种意义 精神食粮 陪伴 很多年 几年 有空 会 打开 第五 人格 玩 一会儿 匹配 排位 模仿者 有意思 网易 一直 没有 修 破网 依然 乐在其中 第五 人格 玩家 特别 有意思 一群 人哈 希望 网易 看到 开 金光 第五 人格 一款 非常 多样化 游戏 联动 皮肤 活动 制作 用心 每次 会 眼前一亮 希望 皮肤 抽取 概率 一点 活动 内容 太 老 玩家 自然 直接 跳过 最近 几年 已经 推荐 好多 朋友 同学 下载 第五 人格 玩 玩 第五 人格 真的 好玩',pos
'马蓝 星 崩卡 萧 老板 多一些 正 脸照 亮色 系 卡面 设计 感 衣服 拒绝 同一 角度 同一 色系 千篇一律 衣服 恋爱 感',pos
'刚 不会 触动 人心 感觉 可能 其极 低 可玩度 质疑 剧情 推进 到泉奈 菊水时 煽情 会 震惊 纯真 友谊 死亡 分开 知道 弥补 遗憾 方法 做 不到 最后 那句 好久不见 印证 爱 葵 17711 次 轮回 守住 约定 123977 年 等待 只为 春人 一次 七年 一开 千宵草 而春人 17711 次 轮回 迷迷糊糊 毫不 知情 选择 遵守 约定 解救 葵 一部 感人 游戏 不要 嫌弃 没有 可玩度 当做 一部 小说',pos
'雨中 悬想 太难 想要 狂想 必须 难受',neg
'What can I say 出 佩佩 改回来',pos
'不用 花 买 皮肤',pos
'不出 女 角色',pos
'剧情 超棒 卡池 爆率 还行',pos
'24 12 一年 游戏 真的 不错 期间 机甲 出 这种 现代 鬼 东西 特意 评价 想 说 侠缘 捏 脸 优化 好多 初始 脸小改 没错 说 归燕无归 觉得 带个 面具 偷懒 绑玉 衣服 出点 少 出点 玻璃 糖纸 衣服 男号 衣柜 真的 歹毒 最后 主线 啥时候 更 急急 急 23 11 没有 开时 长 感觉 骂 玩 会 感觉 真的 不错 啊啊啊 风景 漂亮 终于 看见 遇见 逆水 寒里 描绘 三清山 啊啊啊 打斗 做 差 接受 期待 后期 优化 希望 优化 一下 运行 玩 手机 烫 2020 13 加油 喜欢 遇见 逆水 寒 手游 期待 惹',pos
